Price,Status,Area,Rate per sqft,Property Type,Locality,RERA Approval,BHK_Count,Flat Type,Log_Price
35000000.0,Ready to move,4347,8051,5 BHK Independent House,Sector 57,Not approved by RERA,5,Plot,17.370858648025116
14000000.0,Under Construction,1150,12173,3 BHK Independent House,Sector 48,Not approved by RERA,3,Plot,16.454567959008102
8056000.0,Ready to move,903,8922,2 BHK Independent Floor in Vatika Emilia Floors,Sector 82,Not approved by RERA,2,Floor,15.90192783751161
20000000.0,Ready to move,2300,8695,3 BHK Independent Floor in Reputed Builder HUDA Colony,Sector 46,Not approved by RERA,3,Floor,16.811242881518265
66200000.0,Under Construction,2945,22500,4 BHK Apartment in M3M Mansion,Sector 113,Approved by RERA,4,Apartment,18.008191036012978
12700000.0,Ready to move,1270,10000,2 BHK Apartment in M3M Flora 68,Sector 68,Not approved by RERA,2,Apartment,16.357112630168974
15500000.0,Ready to move,1600,9700,3 BHK Apartment in Vatika Primrose Floors,Sector 82,Not approved by RERA,3,Apartment,16.5563506464056
13500000.0,Ready to move,2000,6750,3 BHK Independent Floor,Sector 57,Not approved by RERA,3,Plot,16.41820031748273
6119000.0,Ready to move,1990,3075,3 BHK Apartment in Raheja Navodaya,Sector 92,Not approved by RERA,3,Apartment,15.62690940587006
20900000.0,Under Construction,1420,14750,2 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Approved by RERA,2,Apartment,16.855259764781927
12000000.0,Ready to move,1600,7500,3 BHK Independent Floor,Sector 46,Not approved by RERA,3,Plot,16.300417291085605
8061000.0,Ready to move,865,9320,2 BHK Apartment in Pareena Mi Casa,Sector 68,Not approved by RERA,2,Apartment,15.902548300319818
44700000.0,Ready to move,2985,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,17.615484081955163
135700000.0,Ready to move,6171,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment,18.725957132174294
58000000.0,Under Construction,2900,20000,4 BHK Apartment in DLF Platinum Residences,DLF Phase 4,Approved by RERA,4,Apartment,17.87595358575207
11000000.0,Under Construction,1205,9130,3 BHK Apartment in Signature Global City 81 Phase 2,Sector 81,Approved by RERA,3,Apartment,16.213405921671733
37900000.0,Ready to move,2531,15000,3 BHK Apartment in Unitech The Close South,Sector 50,Not approved by RERA,3,Apartment,17.450461696437877
52699999.99999999,Under Construction,2510,21000,4 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,4,Apartment,17.780126032486923
19500000.0,Under Construction,1855,10512,3 BHK Apartment in Godrej Meridien,Sector 106,Approved by RERA,3,Apartment,16.785925074816024
77100000.0,Ready to move,3505,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.160613851503726
24400000.0,Ready to move,2200,11136,4 BHK Apartment in 4S 4S Aradhya Homes,Sector 67,Not approved by RERA,4,Apartment,17.010093731247036
11500000.0,Ready to move,1945,5912,3 BHK Apartment in Supertech Araville,Sector 79,Not approved by RERA,3,Apartment,16.257857680289998
1900000.0,Ready to move,450,4222,1 BHK Apartment in Pivotal Devaan,Sector 84,Not approved by RERA,1,Apartment,14.45736497045232
16000000.0,Under Construction,2180,6251,4 BHK Apartment in Shapoorji Pallonji Joyville Tower Crown,Sector 102,Approved by RERA,4,Apartment,16.588099342704055
75900000.0,Ready to move,3452,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.144927255541088
20500000.0,Ready to move,1819,11269,3 BHK Independent Floor,Sector 46,Not approved by RERA,3,Plot,16.835935492889124
54100000.0,Ready to move,2300,23554,3 BHK Apartment in Signature Global City 37D,Sector 37D,Not approved by RERA,3,Apartment,17.806344762301
15000000.0,Under Construction,1778,8436,3 BHK Apartment in Godrej Prive,Sector 106,Approved by RERA,3,Apartment,16.52356082573315
152200000.0,Ready to move,9020,16882,5 BHK Villa in Experion The Westerlies,Sector 108,Not approved by RERA,5,Villa,18.84070600996216
26000000.0,Ready to move,1292,20200,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,17.073607134447293
78100000.0,Ready to move,5210,15000,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment,18.17350062761401
19000000.0,Under Construction,1213,15664,2 BHK Apartment in M3M Antalya Hills ,Sector 79,Approved by RERA,2,Apartment,16.759949589762293
38400000.0,Ready to move,4525,8500,4 BHK Apartment in Experion Windchants,Sector 112,Not approved by RERA,4,Apartment,17.463568043599622
50000000.0,Ready to move,4320,11574,4 BHK Independent Floor in Today Developer 4,DLF Phase 4,Not approved by RERA,4,Floor,17.72753358339242
33300000.0,Under Construction,2538,7706,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.3210679849807
31900000.0,Ready to move,1582,20200,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,17.278116599103036
66800000.0,Under Construction,2042,32713,4 BHK Apartment in Anant Raj The Estate Residences,Sector 63A,Approved by RERA,4,Apartment,18.017213653476933
44300000.0,Ready to move,3709,11950,3 BHK Apartment in M3M Panorama Suites,Sector 65,Not approved by RERA,3,Apartment,17.606495257588726
44300000.0,Ready to move,2004,22106,3 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,3,Apartment,17.606495257588726
552200000.0,Ready to move,7430,74324,4 BHK Apartment in DLF Camellias,Sector 42,Not approved by RERA,4,Apartment,20.129420859271267
42500000.0,Ready to move,3762,11297,4 BHK Independent Floor,Sushant Lok,Not approved by RERA,4,Plot,17.565014657424058
9000000.0,Ready to move,1250,7200,3 BHK Independent Floor in BPTP Astaire Garden Plots,Sector 70A,Not approved by RERA,3,Floor,16.012735246411598
20000000.0,Ready to move,1600,12500,3 BHK Independent Floor,Sector 45,Not approved by RERA,3,Plot,16.811242881518265
15300000.0,Ready to move,2366,6500,3 BHK Apartment in Godrej 101,Sector 79,Not approved by RERA,3,Apartment,16.54336345172214
4500000.0,Ready to move,920,4891,3 BHK Apartment,Sector 3A,Not approved by RERA,3,Plot,15.319588176962746
34700000.0,Ready to move,2107,16500,3 BHK Apartment in DLF The Ultima,Sector 81,Not approved by RERA,3,Apartment,17.36225027373553
4500000.0,Ready to move,1100,4090,3 BHK Independent Floor,Ashok Vihar Phase II,Not approved by RERA,3,Plot,15.319588176962746
17900000.0,Under Construction,2073,8636,3 BHK Apartment in Sobha City,Sector 108,Approved by RERA,3,Apartment,16.700311326676903
5600000.0,Ready to move,1000,5600,3 BHK Apartment,Sector 12 A,Not approved by RERA,3,Plot,15.53827733427679
65500000.0,Under Construction,1751,37407,4 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,4,Apartment,17.997560715872655
17500000.0,Ready to move,2779,6327,4 BHK Apartment in Experion The Heartsong,Sector 108,Not approved by RERA,4,Apartment,16.677711496036597
10000000.0,Ready to move,1260,8000,2 BHK Apartment in M3M Marina,Sector 68,Not approved by RERA,2,Apartment,16.118095750958314
10000000.0,Under Construction,1000,10010,3 BHK Apartment in Ashiana Amarah,Sector 93,Approved by RERA,3,Apartment,16.118095750958314
18400000.0,Under Construction,1182,15656,1 BHK Apartment in Krisumi Waterfall Suites,Sector 36A,Approved by RERA,1,Apartment,16.72786127692704
84500000.0,Ready to move,3844,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.252262104161723
32000000.0,Ready to move,2831,11303,4 BHK Apartment in DLF The Ultima,Sector 81,Not approved by RERA,4,Apartment,17.281246492014
27500000.0,Ready to move,2700,10185,4 BHK Independent Floor,Sector 57,Not approved by RERA,4,Plot,17.129696599000436
49900000.0,Under Construction,2777,17969,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment,17.725531580761828
55500000.0,Ready to move,4500,12333,4 BHK Independent Floor in Suncity Township,Sector 54,Not approved by RERA,4,Floor,17.83189359673468
21500000.0,Ready to move,2025,10617,3 BHK Apartment in Emaar Imperial Gardens,Sector 102,Not approved by RERA,3,Apartment,16.88356353960952
4500000.0,Ready to move,1200,3750,3 BHK Independent Floor,Sector 14,Not approved by RERA,3,Plot,15.319588176962746
11100000.000000002,Ready to move,2075,5350,3 BHK Apartment in Conscient Heritage Max,Sector 102,Not approved by RERA,3,Apartment,16.22245575637265
21900000.0,Under Construction,1831,12000,3 BHK Apartment in Signature Global City 79 B,Sector 79,Approved by RERA,3,Apartment,16.90199724044883
22000000.0,Under Construction,1280,17197,3 BHK Apartment in Sobha City Phase 5,Sector 108,Approved by RERA,3,Apartment,16.906553056777135
42300000.00000001,Ready to move,1418,29880,2 BHK Apartment in Central Park Resorts,Sector 48,Not approved by RERA,2,Apartment,17.560297667657167
127100000.00000001,Ready to move,5812,21882,5 BHK Villa in Sobha International City Presidential Villa,Sector 109,Not approved by RERA,5,Villa,18.660484744027503
10000000.0,Ready to move,1570,6369,3 BHK Apartment in Unitech The Residences,Sector 33,Not approved by RERA,3,Apartment,16.118095750958314
38400000.0,Ready to move,1381,27855,2 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,2,Apartment,17.463568043599622
44900000.0,Under Construction,2249,20000,4 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,4,Apartment,17.619948374984197
34700000.0,Under Construction,1002,34665,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment,17.36225027373553
24400000.0,Under Construction,1630,15000,3 BHK Apartment in Smart Smartworld Orchard,Sector 61,Approved by RERA,3,Apartment,17.010093731247036
38400000.0,Ready to move,2650,14500,3 BHK Apartment in Bestech Park View Spa Next,Sector 67,Not approved by RERA,3,Apartment,17.463568043599622
21000000.0,Ready to move,1500,14028,3 BHK Apartment in BPTP Astaire Garden Floors,Sector 70A,Not approved by RERA,3,Apartment,16.860033043306743
82600000.0,Ready to move,3756,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.229520250597744
60700000.0,Under Construction,2700,22500,4 BHK Apartment in M3M Mansion,Sector 113,Approved by RERA,4,Apartment,17.921454272504192
16399999.999999998,Under Construction,1654,9974,4 BHK Apartment in Godrej Air,Sector 85,Approved by RERA,4,Apartment,16.612791953770035
34300000.0,Ready to move,3188,10775,4 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,4,Apartment,17.350655941290686
14900000.0,Ready to move,1450,10322,3 BHK Apartment in Emaar Palm Hills,Sector 77,Not approved by RERA,3,Apartment,16.51687183802978
23200000.0,Under Construction,2071,11250,3 BHK Apartment in Navraj The Antalya,Sector 37D,Approved by RERA,3,Apartment,16.959662879739987
17000000.0,Ready to move,1582,10745,3 BHK Independent Floor in Vatika India Next,Sector 82,Not approved by RERA,3,Floor,16.648723960844016
67000000.0,Ready to move,4968,13486,4 BHK Apartment in M3M Polo Suites,Sector 65,Not approved by RERA,4,Apartment,18.020203192280615
19000000.0,Under Construction,1700,11176,3 BHK Independent Floor in Trehan Luxury Floors 71,Sector 71,Approved by RERA,3,Floor,16.759949589762293
20800000.0,Under Construction,3487,5965,4 BHK Apartment in Saan Verdante,Sector 95,Approved by RERA,4,Apartment,16.85046359274847
35000000.0,Under Construction,2100,16666,3 BHK Independent Floor in Adani Samsara Avasa,Sector 63,Approved by RERA,3,Floor,17.370858648025116
2048000.0,Under Construction,512,4000,2 BHK Apartment in Agrante Kavyam Homes,Sector 108,Approved by RERA,2,Apartment,14.532374753422665
95200000.0,Ready to move,6351,15000,5 BHK Apartment in M3M St Andrews Golf Residences,Sector 65,Not approved by RERA,5,Apartment,18.371490510265794
19500000.0,Ready to move,3800,5131,3 BHK Apartment in Central Park Flower Valley,Sector 33 Sohna,Not approved by RERA,3,Apartment,16.785925074816024
47500000.0,Ready to move,4718,10067,5 BHK Apartment in ATS Triumph,Sector 104,Not approved by RERA,5,Apartment,17.6762402900575
21500000.0,Ready to move,2275,9494,2 BHK Apartment in Experion Windchants Villa,Sector 112,Not approved by RERA,2,Apartment,16.88356353960952
73900000.0,Ready to move,3363,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.11822339945023
5500000.0,Under Construction,850,6470,2 BHK Independent Floor in SSG Yash Vatika 3,Sector 4,Approved by RERA,2,Floor,15.520258832020865
27200000.000000004,Under Construction,1336,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment,17.11872756803093
18000000.0,Ready to move,3100,5806,4 BHK Independent Floor,Sector 9,Not approved by RERA,4,Plot,16.705882371415992
2372000.0,Under Construction,581,4089,2 BHK Apartment in Pyramid Heights,Sector 85,Approved by RERA,2,Apartment,14.679244460684824
10400000.0,Under Construction,1415,7400,2 BHK Apartment in M3M Skywalk,Sector 74,Approved by RERA,2,Apartment,16.15731646026544
52000000.0,Under Construction,1726,30144,4 BHK Apartment in Godrej Zenith,Sector 89,Approved by RERA,4,Apartment,17.76675429577647
80000000.0,Ready to move,7000,11428,4 BHK Apartment in DLF Camellias,Sector 42,Not approved by RERA,4,Apartment,18.197537205138154
28000000.0,Under Construction,1702,16500,4 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,4,Apartment,17.147715103853763
53500000.0,Ready to move,4518,11841,4 BHK Independent Floor in Dlf floorsss,DLF Phase 2,Not approved by RERA,4,Floor,17.795192230557824
66600000.0,Under Construction,4038,16500,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment,18.014215150525633
30700000.0,Ready to move,1103,27854,2 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,2,Apartment,17.239773245130714
160000000.0,Ready to move,5800,27586,4 BHK Apartment in  The Magnolias,Sector 42,Not approved by RERA,4,Apartment,18.8906843794481
13899999.999999998,Under Construction,1614,8674,3 BHK Apartment in DLF Garden city Independent Floor,Sector 93,Approved by RERA,3,Apartment,16.447399470043365
60199999.99999999,Ready to move,5480,11000,5 BHK Villa in Bestech Park View Ananda Villas,Sector 81,Not approved by RERA,5,Villa,17.913182926890347
45000000.0,Under Construction,2250,20000,3 BHK Apartment in Krisumi Waterside Residence,Sector 36A,Approved by RERA,3,Apartment,17.622173069956816
11200000.000000002,Under Construction,1751,5440,3 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,Approved by RERA,3,Apartment,16.231424425551033
37600000.0,Under Construction,1795,21000,3 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,3,Apartment,17.442514634955867
12000000.0,Ready to move,990,12222,2 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,2,Apartment,16.300417291085605
76600000.0,Under Construction,4128,18559,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment,18.15410764776565
40800000.0,Under Construction,2015,20266,3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Approved by RERA,3,Apartment,17.524192663884193
55000000.0,Under Construction,1469,37465,4 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,4,Apartment,17.822843761378564
32500000.0,Ready to move,4500,7222,4 BHK Apartment in Vipul Floors,Sector 48,Not approved by RERA,4,Apartment,17.296750678069195
34700000.0,Under Construction,2107,16500,3 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,3,Apartment,17.36225027373553
51400000.0,Ready to move,2781,18500,3 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Not approved by RERA,3,Apartment,17.755148749880647
4800000.0,Ready to move,750,6400,2 BHK Apartment in Signature Global Solera 2,Sector 107,Not approved by RERA,2,Apartment,15.38412668421143
27500000.0,Ready to move,2500,11000,4 BHK Independent Floor in Eros Wembley Estate,South City II,Not approved by RERA,4,Floor,17.129696599000436
2579000.0,Under Construction,645,3999,3 BHK Apartment in Mahira Homes,Sector 68,Approved by RERA,3,Apartment,14.762912672610595
16200000.000000002,Ready to move,1685,9614,3 BHK Apartment in Assotech Blith,Sector 99,Not approved by RERA,3,Apartment,16.600521861931007
27500000.0,Ready to move,1381,19913,2 BHK Apartment in Sobha City,Sector 108,Not approved by RERA,2,Apartment,17.129696599000436
45000000.0,Ready to move,2567,17530,3 BHK Apartment in Emaar Digi Homes,Sector 62,Not approved by RERA,3,Apartment,17.622173069956816
24500000.0,Ready to move,2650,9245,3 BHK Apartment in ATS Marigold,Sector 89A,Not approved by RERA,3,Apartment,17.01418371633128
6000000.0,Ready to move,1200,5000,3 BHK Independent Floor,Sector 9,Not approved by RERA,3,Plot,15.607270193858982
3900000.0,Ready to move,900,4333,2 BHK Apartment in Signature Global Andour Heights,Sector 71,Not approved by RERA,2,Apartment,15.176487367510099
26000000.0,Under Construction,1300,20000,2 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,2,Apartment,17.073607134447293
22500000.0,Ready to move,1799,12506,3 BHK Apartment in DLF The Primus,Sector 82A,Not approved by RERA,3,Apartment,16.929025911619092
12000000.0,Under Construction,1448,7044,2 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,2,Apartment,16.300417291085605
152700000.0,Ready to move,4022,37978,4 BHK Apartment in DLF The Crest,Sector 54,Not approved by RERA,4,Apartment,18.84398577673765
17500000.0,Ready to move,2779,6327,4 BHK Apartment in Experion The Heartsong,Sector 108,Not approved by RERA,4,Apartment,16.677711496036597
